Model,Val_RMSE,Val_MAE,Val_R2,CV_RMSE_Mean,CV_RMSE_Std,Training_Time_Sec
randomforest,16.235248302457872,7.7215497028071765,0.686015267878564,17.402965277836255,0.5378293183818249,8.073887825012207
extratrees,16.367491278443044,7.609145999571913,0.680879358297686,17.671233325768057,0.9701300011203456,5.369495630264282
lightgbm,16.47509239282944,7.982210992560678,0.6766697203620953,17.712485538625746,0.6290073344176415,6.34199595451355
xgboost,16.752086492865036,7.772214681778955,0.6657060833447817,18.287610734603224,0.5542539298347068,12.182464361190796
gradientboosting,16.77118629741211,7.951905612152844,0.6649433618348306,18.405452470934318,0.5337059366916374,142.12987160682678
elasticnet,22.65201600995242,12.40959400031123,0.3887703966038133,22.088216979491815,0.2888378470854469,31.76758074760437
